image	sentence_id	image_id	audio_id	speaker_id	gender	duration	sample_rate	audio_format	recording_lang	native_lang	bem_transcription	en_translation
183_3	2	2135425492.jpg	"183_3_02_210928-173025_bem_dcc_elicit_1.wav
"	12	male	7.396	16000	vnd.wave	bem	bem	Cimbi abana bonse aba nabafwala ifya kufwala ifya fita.	Additionally all these children are wearing black clothes.
183_4	1	2135425492.jpg	"183_4_01_210928-173004_bem_9d4_elicit_2.wav
"	11	female	6.987	16000	vnd.wave	bem	bem	Elyo aba abana balunfwisha uluse nakalimo bana banshiwa abekala fye mumbali ya musebo	These children look like they are orphans and street kids.
184_0	1	952352291.jpg	"184_0_01_210928-173256_bem_9d4_elicit_0.wav
"	11	female	5.717	16000	vnd.wave	bem	bem	Umulumendo naimya icipepala ku minwe ale-enda mu musebo.	A young man has a paper in his hands and is walking in the road.
184_1	2	952352291.jpg	"184_1_02_210928-173240_bem_dcc_elicit_0.wav
"	12	male	7.033	16000	vnd.wave	bem	bem	Elyo uyu umusebo kulapita sana imyotoka pantu kuli imyotoka ishingi.	This road looks like many drivers use it because there are a lot of cars behind.
184_2	1	952352291.jpg	"184_2_01_210928-173256_bem_9d4_elicit_1.wav
"	11	female	13.045	16000	vnd.wave	bem	bem	Nomba uyu umulumendo waka ena ale-endela pakati aa musebo pantu uku lubali kuli imyotokakabil no ku ulubali kulemoneka ifipe. Teti bamupunka?	This young man looks like he is walking in the middle of the road because there is a vehicle on his side and some materials on the other side. can't he be run over?
184_3	2	952352291.jpg	"184_3_02_210928-173240_bem_dcc_elicit_1.wav
"	12	male	9.301	16000	vnd.wave	bem	bem	Awe teti bamupunke muntu umukalamba sana tekumona fye na kasote afwele kalemoneka fye aka cikulile cikulile!	No he can't be bashed, he is an elderly person, you can tell from the hat he is wearing.
184_4	1	952352291.jpg	"184_4_01_210928-173256_bem_9d4_elicit_2.wav
"	11	female	10.005	16000	vnd.wave	bem	bem	Eya awe niwe walanda naulungika elo kumbali ya musebo balibikako no tushimbi uto bacingilila umusebo.	You are right, and they are some metal rods on the side of the road used to demarcate it. 
185_0	1	2914936417.jpg	"185_0_01_210928-173523_bem_9d4_elicit_0.wav
"	11	female	9.959	16000	vnd.wave	bem	bem	Abalumendo batatu nabeminina umo alelya ice cream elo babili balepanga	Three men are standing are standing, one is eating ice cream while two are making it
185_1	2	2914936417.jpg	"185_1_02_210928-173459_bem_dcc_elicit_0.wav
"	12	male	8.031	16000	vnd.wave	bem	bem	Umo pali aba balumendo ufwele ifya fita eulepima fintu babomfya pakupanga ice cream.	The one in black is the one doing the measurements as they make the ice cream.
185_2	1	2914936417.jpg	"185_2_01_210928-173523_bem_9d4_elicit_1.wav
"	11	female	9.165	16000	vnd.wave	bem	bem	Elo babili pali aba batatu ebaposeleko amano ukulolekesha mukwebati bamone efyo alecita umunabo.	The two are paying attention to what the other one is doing.
185_3	2	2914936417.jpg	"185_3_02_210928-173459_bem_dcc_elicit_1.wav
"	12	male	8.734	16000	vnd.wave	bem	bem	Cilemoneka kwati alebambilisha ifya kupanga ice cream emulandu wine baposeleko amano.	It seems he is teaching them to make ice cream and that's why they are paying attention.
185_4	1	2914936417.jpg	"185_4_01_210928-173523_bem_9d4_elicit_2.wav
"	11	female	9.778	16000	vnd.wave	bem	bem	Elyo kabili abalumendo baka ena bonse umu babelele balikwata imishishi ishafita nga nshi elyo ishitali nakalimo kwati te balumendo.	And all of them have long black hair as though are not men.
186_0	1	463571374.jpg	"186_0_01_210928-173843_bem_9d4_elicit_0.wav
"	11	female	8.485	16000	vnd.wave	bem	bem	Uku niku citesheni ukwikilila abantu aba pusana pusana nga bafuma ukwa pusana pusana.	This station is full of people that come from different places.
186_1	2	463571374.jpg	"186_1_02_210928-173836_bem_dcc_elicit_0.wav
"	12	male	8.643	16000	vnd.wave	bem	bem	Ku citesheni uku bonse abantu nabakwata utufyola bambi elyo baleya mukunina elyo bambi elyo balebwela.	This station is full of people with bags, some are about to board while others are dropping off.
186_2	1	463571374.jpg	"186_2_01_210928-173843_bem_9d4_elicit_1.wav
"	11	female	8.144	16000	vnd.wave	bem	bem	Elyo nga walolekekesha bambi nabekalako pa fyola fyabo elyo bambi bekelepo fye panshi baletusha.	Others are sited on their bags while others are sited on the floor.
186_3	2	463571374.jpg	"186_3_02_210928-173836_bem_dcc_elicit_1.wav
"	12	male	7.237	16000	vnd.wave	bem	bem	Aba abekele cilemoneka kwati balelolela bashi ukutila ingesa mukubasenda.	It seems the ones sited are waiting for a bus to come and pick them.
186_4	1	463571374.jpg	"186_4_01_210928-173843_bem_9d4_elicit_2.wav
"	11	female	10.027	16000	vnd.wave	bem	bem	Kuli aba bene bekele kuli na mayo umo uwikele na bana bakwe uku lubali kuli umwana umulumendo elyo uku lubali kuli umwana umukashana.	Among the ones sited is a lady with her kids, on one side is a boy while on the other is a girl. 
187_0	1	249147570.jpg	"187_0_01_210928-174150_bem_9d4_elicit_0.wav
"	11	female	6.443	16000	vnd.wave	bem	bem	Umu ni mumbali ya musebo elyo balibikamo utumabwe utwa yemba sana.	This is along the road side where they have put small rocks that beautify it
187_1	2	249147570.jpg	"187_1_02_210928-174126_bem_dcc_elicit_0.wav
"	12	male	9.392	16000	vnd.wave	bem	bem	Elyo apalepwila utumabwe balibikapo akakulwa akanono umo batumina ba lamya.	There's a small phone booth mounted  just at the edge of the rocks.
187_2	1	249147570.jpg	"187_2_01_210928-174150_bem_9d4_elicit_1.wav
"	11	female	8.802	16000	vnd.wave	bem	bem	Mulya mwine batumina lamya muli shitata ifi uwiminemo nakalimo alefwaya kutuma lamya.	There's a man in a phone booth that wants to make a call.
187_3	2	249147570.jpg	"187_3_02_210928-174126_bem_dcc_elicit_1.wav
"	12	male	6.942	16000	vnd.wave	bem	bem	Elyo bushe naumona ifyo uyu wine shitata afwele?	Have you seen what this man is wearing?
187_4	1	249147570.jpg	"187_4_01_210928-174150_bem_9d4_elicit_2.wav
"	11	female	9.869	16000	vnd.wave	bem	bem	Ee nimbona afwele ishati lya kwata utubokoshi utwa buta kabili mwapita no twakashika.	I have it a white and red boxed shirt 
188_0	1	5609573810.jpg	"188_0_01_210928-174524_bem_9d4_elicit_0.wav
"	11	female	4.265	16000	vnd.wave	bem	bem	Abalumendo babili balesamba pakati ya mumana.	Two young men are bathing in the middle of the river.
188_1	2	5609573810.jpg	"188_1_02_210928-174516_bem_dcc_elicit_0.wav
"	12	male	8.19	16000	vnd.wave	bem	bem	Balemoneka abansansa sana cilepala kwati bacunfwa sana ukukaba lelo amenshi yabomfwishako bwino	They seem very happy, it must be they fel so cold but the water has made them feel better.
188_2	1	5609573810.jpg	"188_2_01_210928-174524_bem_9d4_elicit_1.wav
"	11	female	5.24	16000	vnd.wave	bem	bem	Kumbali ya mumana wine kwaliba ulupili ulukulu nga nshi!	There's also a huge mountain on the river side.
188_3	2	5609573810.jpg	"188_3_02_210928-174516_bem_dcc_elicit_1.wav
"	12	male	7.418	16000	vnd.wave	bem	bem	Elyo pa muulu walupili paliba ifimuti ifingi sana.	They are lots of trees on top of the mountain 
188_4	1	5609573810.jpg	"188_4_01_210928-174524_bem_9d4_elicit_2.wav
"	11	female	7.509	16000	vnd.wave	bem	bem	Kabili icakulundapo fye mumbali ya mumana mwine mwaliba ne fimbawe ifikalamba nga nshi.	More to that, they are very big rocks on the river banks.
189_0	1	245442617.jpg	"189_0_01_210928-174800_bem_9d4_elicit_0.wav
"	11	female	4.265	16000	vnd.wave	bem	bem	Umukashana naikata isabi ku ndobo yakwe.	A lady has fish on her hook.
189_1	2	245442617.jpg	"189_1_02_210928-174740_bem_dcc_elicit_0.wav
"	12	male	7.464	16000	vnd.wave	bem	bem	Alemoneka ne nsansa pantu aka sabi aka akekete fye mu menshi ayali kunuma yakwe.	He looks happy because he got this fish from the water behind him.
189_2	1	245442617.jpg	"189_2_01_210928-174800_bem_9d4_elicit_1.wav
"	11	female	7.169	16000	vnd.wave	bem	bem	Elyo kabili kumbali ya menshi yene kwaliba ifimuti ifingi nga nshi.	There's water on the side and lots of trees.
189_3	2	245442617.jpg	"189_3_02_210928-174740_bem_dcc_elicit_1.wav
"	12	male	8.621	16000	vnd.wave	bem	bem	Elyo umumana waka ena ulemoneka kwati tawapelela fye apapene walyendelela ukuya kuntanshi.	The river doesn't seem to end here but goes very far from here.
189_4	1	245442617.jpg	"189_4_01_210928-174800_bem_9d4_elicit_2.wav
"	11	female	7.917	16000	vnd.wave	bem	bem	Uyu umukashana alikwata imishishi ishitali nga nshi elo nafwala nakashati akafita.	The lady has long hair and is wearing a black shirt.
18_0	1	4575535313.jpg	"18_0_01_210926-155431_bem_72c_elicit_0.wav
"	11	male	5.376	16000	vnd.wave	bem	bem	Shikulu bantu alepepa fwaka.	A man is smoking a cigarette 
18_1	2	4575535313.jpg	"18_1_02_210926-155511_bem_81c_elicit_0.wav
"	12	male	4.015	16000	vnd.wave	bem	bem	Bushe uyu muntu, muntu wamusango shani?	What sort of person is this?
18_2	1	4575535313.jpg	"18_2_01_210926-155431_bem_72c_elicit_1.wav
"	11	male	5.49	16000	vnd.wave	bem	bem	Uyu muntu mushilika.	He is a soldier.
18_3	2	4575535313.jpg	"18_3_02_210926-155511_bem_81c_elicit_1.wav
"	12	male	4.923	16000	vnd.wave	bem	bem	Ngoku eminine ni kwisa?	Where is he standing?
18_4	1	4575535313.jpg	"18_4_01_210926-155431_bem_72c_elicit_2.wav
"	11	male	5.013	16000	vnd.wave	bem	bem	Nipamuulu wacikulwa.	On top of a building.
190_0	1	424047148.jpg	"190_0_01_210928-175253_bem_9d4_elicit_0.wav
"	11	female	4.424	16000	vnd.wave	bem	bem	Umukashana naikala eleimona mucilola.	A lady is sited while looking at herself in the mirror 
190_1	2	424047148.jpg	"190_1_02_210928-175203_bem_dcc_elicit_0.wav
"	12	male	7.418	16000	vnd.wave	bem	bem	Elyo alemoneka kwati alebika fimo ifya buta ku menso yakwe.	She seems to have applied something white on her face.
190_2	1	424047148.jpg	"190_2_01_210928-175253_bem_9d4_elicit_1.wav
"	11	female	9.914	16000	vnd.wave	bem	bem	Kumbali yakwe uku lubali nabikako aka chola elyo kabili panshi nabikako utubotolo umo alefumya ifi ifya buta.	There's a mirror on one side and a bottle on the floor where she's getting the white stuff from.
190_3	2	424047148.jpg	"190_3_02_210928-175203_bem_dcc_elicit_1.wav
"	12	male	5.626	16000	vnd.wave	bem	bem	Mwati naumona ifya kufwala fintu afwele? Filemoneka shani?	Have you seen the clothes she's wearing, how do they look like?
190_4	1	424047148.jpg	"190_4_01_210928-175253_bem_9d4_elicit_2.wav
"	11	female	14.792	16000	vnd.wave	bem	bem	Filemoneka fye bwino pantu nafimucinga umubili onse ku muulu nawafwala akashiti akafita kalefika na mu mukoshi elyo kumolu akalitoloshi aka makumbi makumbi ne nsokoshi.	They look nice covering her body, she's wearing a black pole neck, a blue trousers and socks.
191_0	1	4604105970.jpg	"191_0_01_210928-175636_bem_9d4_elicit_0.wav
"	11	female	7.214	16000	vnd.wave	bem	bem	Umukashana naimina pakati ya musebo nafwala amagalashi elyo alikwata ne mishishi ishitali.	A lady is standing on the road wearing glasses and has long hair.
191_1	2	4604105970.jpg	"191_1_02_210928-175610_bem_dcc_elicit_0.wav
"	12	male	7.713	16000	vnd.wave	bem	bem	Elo eminine fye mupepi na motoka cilepala ni motoka yakwe.	She is standing next to a car, it seems that's her car.
191_2	1	4604105970.jpg	"191_2_01_210928-175636_bem_9d4_elicit_1.wav
"	11	female	6.148	16000	vnd.wave	bem	bem	Kumbali ya motoka kulemoneka kuli notu maluba utwakashikila.	They are some red flowers on the side of the vehicle.
191_3	2	4604105970.jpg	"191_3_02_210928-175610_bem_dcc_elicit_1.wav
"	12	male	9.528	16000	vnd.wave	bem	bem	Pantanshi ya motoka akasuba nakalotoka emualndu wine uyu umukashana afwalile na magalashi.	The sun is hitting the face of vehicle and that's why she's wearing glasses because it's sunny.
191_4	1	4604105970.jpg	"191_4_01_210928-175636_bem_9d4_elicit_2.wav
"	11	female	7.917	16000	vnd.wave	bem	bem	Ca cine nakalotoka, eico cilepala kwati nakukaba nga nshi ecilengele afwale nakashati aka afwele.	Yes she has jumped and it looks like it is hot that is why she is wearing that mall shirt.
192_0	1	4805835848.jpg	"192_0_01_210928-175933_bem_9d4_elicit_0.wav
"	11	female	3.879	16000	vnd.wave	bem	bem	Abakashana babili baleangala mumenshi.	Two women are playing in the water.
192_1	2	4805835848.jpg	"192_1_02_210928-175935_bem_dcc_elicit_0.wav
"	12	male	8.984	16000	vnd.wave	bem	bem	Tebena fye beka kuli nabambi abali kunuma yabo abaleangalila mu menshi umu mwine.	There are not alone but there are other people too playing in the water.
192_2	1	4805835848.jpg	"192_2_01_210928-175933_bem_9d4_elicit_1.wav
"	11	female	7.781	16000	vnd.wave	bem	bem	Elo kumbali kwaliba napakwikala ecilengele eico icilengele bambi bekaleko mumbali ya menshi.	There are seats around this water that is why others are sitting.
192_3	2	4805835848.jpg	"192_3_02_210928-175935_bem_dcc_elicit_1.wav
"	12	male	7.441	16000	vnd.wave	bem	bem	Ici icishiba bacipangilafye ukwakwangalila abantu abalefwaya ukusamba.	This pool has been made for people who want to swim.
192_4	1	4805835848.jpg	"192_4_01_210928-175933_bem_9d4_elicit_2.wav
"	11	female	8.167	16000	vnd.wave	bem	bem	Kabili kuli iyi yine incende kwalifula nefimuti, eico nangu ulefwaya ukutushisha munshi yacimuti kuti watuusha.	There are a lot of trees in this place such that you can rest under any of them if you want to.
193_0	1	273603643.jpg	"193_0_01_210928-180208_bem_9d4_elicit_0.wav
"	11	female	3.675	16000	vnd.wave	bem	bem	Namayo nalela umwana wakwe naikala pa mwinshi wang'anda.	A woman has her baby on her laps and is sitting on the entrance of the house.
193_1	2	273603643.jpg	"193_1_02_210928-180116_bem_dcc_elicit_0.wav
"	12	male	6.148	16000	vnd.wave	bem	bem	Elyo umwana wakwe amufwalike ifyakashika kumuulu na kunshi.	The child is dressed in a red top and bottom
193_2	1	273603643.jpg	"193_2_01_210928-180208_bem_9d4_elicit_1.wav
"	11	female	5.694	16000	vnd.wave	bem	bem	Bonse babili pali uko balelolesha nakalimo bamona cimo.	Both are looking somewhere, it's like they have seen something.
193_3	2	273603643.jpg	"193_3_02_210928-180116_bem_dcc_elicit_1.wav
"	12	male	8.167	16000	vnd.wave	bem	bem	Elyo nafuti ing'anda yakaena yashingulukwa namaluba.	And this very house is surrounded by flowers.
193_4	1	273603643.jpg	"193_4_01_210928-180208_bem_9d4_elicit_2.wav
"	11	female	4.945	16000	vnd.wave	bem	bem	Eico cine cilelenga ukwebati napamwinshi pene pabikepo iluba.	That is why there is even a flower on the entrance.
194_0	1	4493888960.jpg	"194_0_01_210928-180332_bem_9d4_elicit_0.wav
"	11	female	7.554	16000	vnd.wave	bem	bem	Umukashana nafwala ifyakufwala ifyakwata amakaala yapusana pusana.	A young woman is wearing something with different colours.
194_1	2	4493888960.jpg	"194_1_02_210928-180328_bem_dcc_elicit_0.wav
"	12	male	12.727	16000	vnd.wave	bem	bem	Nimbona uyu muntu nafwala kumutwe abikileko kaala imbi, kumaboko kuli kaala imbi, kumenso kuli kaala imbi.	I have seen she has a different color on her head, arms and face.
194_2	1	4493888960.jpg	"194_2_01_210928-180332_bem_9d4_elicit_1.wav
"	11	female	5.263	16000	vnd.wave	bem	bem	Elo nga walolesha nakwata napintu kukanwa iyamakumbi makumbi.	If you look closely he even has a green whistle in the mouth.
194_3	2	4493888960.jpg	"194_3_02_210928-180328_bem_dcc_elicit_1.wav
"	12	male	8.916	16000	vnd.wave	bem	bem	Kunuma yakwe kulemoneka naba baluni abapusana pusana, abayemba bwino sana.	There are a number of nice different balloons behind him.
194_4	1	4493888960.jpg	"194_4_01_210928-180332_bem_9d4_elicit_2.wav
"	11	female	6.012	16000	vnd.wave	bem	bem	Kabili kunuma yakwe kwine balicingililako ne fisalu ifyakatapakatapa.	There are cloths put behind her.
195_0	1	4544229876.jpg	"195_0_01_210928-180620_bem_9d4_elicit_0.wav
"	11	female	8.326	16000	vnd.wave	bem	bem	Banamayo babili nabeminine panse yacikuulwa baleshimika, elo shitata umo nakwata namaluba muminwe.	Women are standing outside a building chatting, and there is a man holding flowers.
195_1	2	4544229876.jpg	"195_1_02_210928-180608_bem_dcc_elicit_0.wav
"	12	male	10.481	16000	vnd.wave	bem	bem	Ici icikuulwa cilemoneka kwati licalichi pantu shitata emo aleingisha aya amaluba emishe kuminwe.	This place looks like a church because it is where this man is taking these flowers.
195_2	1	4544229876.jpg	"195_2_01_210928-180620_bem_9d4_elicit_1.wav
"	11	female	8.122	16000	vnd.wave	bem	bem	Banamayo bakaena bonse babili bafwele ifyabuuta elo shitata afwele shati lyabuuta.	Both women are wearing white where as the man is wearing a white shirt.
195_3	2	4544229876.jpg	"195_3_02_210928-180608_bem_dcc_elicit_1.wav
"	12	male	9.301	16000	vnd.wave	bem	bem	Ici cine icikuulwa cakuulilwa fye mumbali yamusebo pakutila cilebangukila abantu ukucisanga.	This building is just on the roadside so people can easily find it.
195_4	1	4544229876.jpg	"195_4_01_210928-180620_bem_9d4_elicit_2.wav
"	11	female	7.191	16000	vnd.wave	bem	bem	Elyo kabili icikuulwa cakaena cilemoneka cikalamba sana mukati na kunse.	The building looks very big both inside and outside.
196_0	1	2430216444.jpg	"196_0_01_210928-180822_bem_9d4_elicit_0.wav
"	11	female	7.849	16000	vnd.wave	bem	bem	Abalumendo bali mucikuulwa, bambi baleimba elo bambi balelisha ifilimba.	Young men are in a building, others are singing while others are playing instruments.
196_1	2	2430216444.jpg	"196_1_02_210928-180823_bem_dcc_elicit_0.wav
"	12	male	9.801	16000	vnd.wave	bem	bem	Uuleimba pali aba ni uyu uufwele icakashika elo kunshi afwele itoloshi yafiita.	The one singing if these is the one wearing a red shirt and a white trousers.
196_2	1	2430216444.jpg	"196_2_01_210928-180822_bem_9d4_elicit_1.wav
"	11	female	9.12	16000	vnd.wave	bem	bem	Na ulya wine uuli akatalamukila uufwele icabuuta nao wine aleimba elo napacibumba pali icikope.	Even the one at a distance wearing white is also singing. There is also a picture on the wall.
196_3	2	2430216444.jpg	"196_3_02_210928-180823_bem_dcc_elicit_1.wav
"	12	male	5.172	16000	vnd.wave	bem	bem	Aba babili abekele panshi bena balelisha ifilimba fyansaale.	The two seated below are playing stringed instruments.
196_4	1	2430216444.jpg	"196_4_01_210928-180822_bem_9d4_elicit_2.wav
"	11	female	7.26	16000	vnd.wave	bem	bem	Pantashi ya aba bene abalumendo abalelishe filimba balibikapo ne tebulo epo babikile ifipepa.	In front of where these men playing instruments are is a table where they have put papers.
197_0	1	6503926903.jpg	"197_0_01_210928-181034_bem_9d4_elicit_0.wav
"	11	female	5.739	16000	vnd.wave	bem	bem	Abalumendo abengi bali mucibansa baleteya umupila wakuminwe.	Young men are in a pitch playing rugby.
197_1	2	6503926903.jpg	"197_1_02_210928-181048_bem_dcc_elicit_0.wav
"	12	male	7.101	16000	vnd.wave	bem	bem	Mucibansa baleteyelamo, cibansa icamatipa pantu nabalamba bonse.	This pitch is muddy because they are dirty.
197_2	1	6503926903.jpg	"197_2_01_210928-181034_bem_9d4_elicit_1.wav
"	11	female	5.898	16000	vnd.wave	bem	bem	Mumbali yacibansa muli abalumendo abeminine balekopa icikope.	There are young men standing and taking pictures ok the ends of the pitch.
197_3	2	6503926903.jpg	"197_3_02_210928-181048_bem_dcc_elicit_1.wav
"	12	male	7.668	16000	vnd.wave	bem	bem	Aba bakateya nababuungana pamo pakutila bengapangana fintu balacimfya ici cangalo.	The players have gathered to plan how they will go about the game in order for them to win.
197_4	1	6503926903.jpg	"197_4_01_210928-181034_bem_9d4_elicit_2.wav
"	11	female	8.371	16000	vnd.wave	bem	bem	Kunse yacibansa kwaliba noko abantu bengabika imyotoka shabo aba bantu abeshile mukutamba ubu bwangalo.	There is a car park outside this pitch.
198_0	1	6170429974.jpg	"198_0_01_210928-181327_bem_9d4_elicit_0.wav
"	11	female	5.24	16000	vnd.wave	bem	bem	Abalumendo babili baleangala ubwangalo bwakucimfyanya namacinga.	Two young men are in a cycling competition.
198_1	2	6170429974.jpg	"198_1_02_210928-181306_bem_dcc_elicit_0.wav
"	12	male	8.734	16000	vnd.wave	bem	bem	Uyu uuli kuntashi cilepala kwati ewalawina pantu nacofesha sana.	The one in front looks like he will win because he is leading.
198_2	1	6170429974.jpg	"198_2_01_210928-181327_bem_9d4_elicit_1.wav
"	11	female	8.984	16000	vnd.wave	bem	bem	Kunuma ya uyu uuli panuma ya uyu uuli pantashi kuli abantu abaletamba.	There are people that are watching that are behind these two.
198_3	2	6170429974.jpg	"198_3_02_210928-181306_bem_dcc_elicit_1.wav
"	12	male	9.12	16000	vnd.wave	bem	bem	Elyo muntu balecofela aya yene amacinga nimumusebo fye, balepita namufikuulwa ifyo bakuula.	They are cycling on the road, and passing by buildings.
198_4	1	6170429974.jpg	"198_4_01_210928-181327_bem_9d4_elicit_2.wav
"	11	female	11.321	16000	vnd.wave	bem	bem	Muli uyu wine umusebo balibikamo notushimbi utwakucingilila aba abalecofa amacinga pakutila tabafumine munshila.	They have put metal bars on the side of this road to protect the cyclists from going off track.
199_0	1	405970010.jpg	"199_0_01_210928-181624_bem_9d4_elicit_0.wav
"	11	female	7.849	16000	vnd.wave	bem	bem	Uyu ni shitata ali pamuulu walupili nafwala nefya makumbi makumbi.	This one standing on a mountain wearing blue clothes is a man.
199_1	2	405970010.jpg	"199_1_02_210928-181519_bem_dcc_elicit_0.wav
"	12	male	6.602	16000	vnd.wave	bem	bem	Alemoneka nanaka sana pantu pamuulu ali patali sana	He looks tired because where he is is very high.
199_2	1	405970010.jpg	"199_2_01_210928-181624_bem_9d4_elicit_1.wav
"	11	female	6.624	16000	vnd.wave	bem	bem	Mumbali yalupili mulemoneka nakamumana akanoono kaliya kalipita.	There is a small stream on the side of the mountain.
199_3	2	405970010.jpg	"199_3_02_210928-181519_bem_dcc_elicit_1.wav
"	12	male	8.961	16000	vnd.wave	bem	bem	Elyo kulya ukulolele akamumana kulemoneka impili shimbi ishilemoneka fye na fube fube.	There seems to be other mountains where this small stream heads though they are covered by mist.
199_4	1	405970010.jpg	"199_4_01_210928-181624_bem_9d4_elicit_2.wav
"	11	female	7.963	16000	vnd.wave	bem	bem	Pamuulu walupili pene palemoneka palitalala pantu nafwala necampepo elyo ne cimpompo kumutwe.	The top of the mountain looks cold because he is wearing a jersey and a helmet.
19_0	1	4959665294.jpg	"19_0_01_210926-155634_bem_72c_elicit_0.wav
"	11	male	6.329	16000	vnd.wave	bem	bem	Abantu nabeminina pamushili uwabeeka.	People are standing on a shinny ground.
19_1	2	4959665294.jpg	"19_1_02_210926-155720_bem_81c_elicit_0.wav
"	12	male	3.902	16000	vnd.wave	bem	bem	Bushe ninshi umushili ulebeekela?	Why is it shiny?
19_2	1	4959665294.jpg	"19_2_01_210926-155634_bem_72c_elicit_1.wav
"	11	male	6.534	16000	vnd.wave	bem	bem	Umushili ulebeekela kumulandu wakuti imfula yaciloka.	It is shiny because it was raining.
19_3	2	4959665294.jpg	"19_3_02_210926-155720_bem_81c_elicit_1.wav
"	12	male	3.924	16000	vnd.wave	bem	bem	Ngeyi ntemba ili kunuma yabo bushe ni ntemba yanshi?	What about that booth behind them. What sort is it?
19_4	1	4959665294.jpg	"19_4_01_210926-155634_bem_72c_elicit_2.wav
"	11	male	6.874	16000	vnd.wave	bem	bem	Iyi incende bemininepo yakushita ifyakulya.	The place where they are standing is for buying food.
1_0	1	2773682293.jpg	"1_0_01_210926-144215_bem_72c_elicit_0.wav
"	11	male	7.26	16000	vnd.wave	bem	bem	Bawishi no mwana nabeminina pabulalo.	A father and a child are standing on a bridge.
1_1	2	2773682293.jpg	"1_1_02_210926-143935_bem_81c_elicit_0.wav
"	12	male	6.511	16000	vnd.wave	bem	bem	Bonse nabafwala utumagalashi bushe kuti twaba twanshi utu?	They are both wearing glasses, what could they be for?
1_2	1	2773682293.jpg	"1_2_01_210926-144215_bem_72c_elicit_1.wav
"	11	male	9.165	16000	vnd.wave	bem	bem	Bafwalile amagalashi kumulandu wakushupikwa na menso mulusuba.	They are wearing glasses because of eye problems when it is sunny.
1_3	2	2773682293.jpg	"1_3_02_210926-143935_bem_81c_elicit_1.wav
"	12	male	9.732	16000	vnd.wave	bem	bem	Uko beminine kulemoneka nakuwama, kulemoneka impanga mpanga, nga cilya icili kunuma icilemoneka white white bushe nicinshi?	The place looks and has a forest. But what could that whitish thing behind be?
1_4	1	2773682293.jpg	"1_4_01_210926-144215_bem_72c_elicit_2.wav
"	11	male	10.209	16000	vnd.wave	bem	bem	CIlya cili kunuma icilemoneka icabuuta cipooma camenshi.	That whitish thing behind is a falls.
200_0	1	4073844680.jpg	"200_0_01_210928-181913_bem_9d4_elicit_0.wav
"	11	female	5.898	16000	vnd.wave	bem	bem	Na mayo ali na shitata bale-enda.	A woman is walking with a man.
200_1	2	4073844680.jpg	"200_1_02_210928-181912_bem_dcc_elicit_0.wav
"	12	male	8.417	16000	vnd.wave	bem	bem	Cilepala kwati uko baleya kuli ifisuma pantu nabendesha balekumpauka pa kwenda.	It looks like there is something nice where they are going because they are moving at a fast pace.
200_2	1	4073844680.jpg	"200_2_01_210928-181913_bem_9d4_elicit_1.wav
"	11	female	11.116	16000	vnd.wave	bem	bem	Na mayo afwele ishati lya fita elyo ne toloshi liya makumbi makumbi elyo kabili shitata afwele ishati ilya buta ne toloshi ilya makumbi makumbi	A woman is wearing a black shirt and a blue trousers while a man is wearing a white shirt and a blue trousers
200_3	2	4073844680.jpg	"200_3_02_210928-181912_bem_dcc_elicit_1.wav
"	12	male	12.387	16000	vnd.wave	bem	bem	Pantu balenyanta palemoneka pali amenshi eco kanshi pafwile ukutelela emualandu wine babikilepo ne cipampa icakubeshibisha ukutila bafwile ukwenda bwino.	There is water where they are stepping and it is slipperly that is why there is a sign telling them to walk carefully.
200_4	1	4073844680.jpg	"200_4_01_210928-181913_bem_9d4_elicit_2.wav
"	11	female	6.375	16000	vnd.wave	bem	bem	Elo umu ni mukati ya cikulwa elyo ku cibuimba balibikako ne cikope.	This looks like inside a building and there is a picture on the wall.
201_0	1	571621280.jpg	"201_0_01_210929-163903_bem_9d4_elicit_0.wav
"	11	female	5.762	16000	vnd.wave	bem	bem	Bashitata babili na namayo umo baletema ifimuti.	Two men and a woman are cutting trees.
201_1	2	571621280.jpg	"201_1_02_210929-164222_bem_dcc_elicit_0.wav
"	12	male	9.392	16000	vnd.wave	bem	bem	Uyu na mayo alemoneka nanaka aiminina kumbali pakutila engayololako.	This woman looks tired and that is why she is standing on the side so that she can stretch a bit.
201_2	1	571621280.jpg	"201_2_01_210929-163903_bem_9d4_elicit_1.wav
"	11	female	8.598	16000	vnd.wave	bem	bem	Ukubaletema ifimuti ni kumbali ya musebo elyo pa musebo nabikapo ne cakulesha imyotoka ukupita.	They are cuttung trees near the road and they have put a sign to stope vehicles from passing.
201_3	2	571621280.jpg	"201_3_02_210929-164222_bem_dcc_elicit_1.wav
"	12	male	9.052	16000	vnd.wave	bem	bem	Aba bonse batatu nabafwala ma sheti yakatapa katapa.	All three are wearing green shirts.
202_0	1	4612314410.jpg	"202_0_01_210929-165006_bem_9d4_elicit_0.wav
"	11	female	5.558	16000	vnd.wave	bem	bem	Umulumendo naiminina na papa naka chola paciteshini.	A young man is standing at the station with a big on his back.
202_1	2	4612314410.jpg	"202_1_02_210929-164944_bem_dcc_elicit_0.wav
"	12	male	7.963	16000	vnd.wave	bem	bem	Elyo cilepala kwati alelolesha aba bantu abali kuntanshi yakwe abalelolesha kuli ena.	It looks like he is looking at these people in front of him that are facing torwards him.
